争议一级,争议二级,争议焦点,裁判观点,裁判依据,说理,判例
民间借贷关系的认定,,仅凭转账凭证起诉时的借贷合意证明,仅凭转账凭证及其上注明的资金用途，不能证明资金性质。原告应就借贷关系的成立承担举证责任。,《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》（2020第二次修正）第16条：原告仅依据金融机构的转账凭证提起民间借贷诉讼，被告抗辩转账系偿还双方之前借款或者其他债务的，被告应当对其主张提供证据证明。被告提供相应证据证明其主张后，原告仍应就借贷关系的成立承担举证责任。,"对仅有转账凭证情况下，对原被告举证责任的分配，如一方无法作出充分合理的举证，则应承担举证不利的后果。原告仅提供一张转账凭证尚未就其主张的借贷关系完成举证，借款合意、借贷关系的形成过程、借贷资金的来源等与借贷关系成立有关的事实依据都需要举证。原告对其所主张的借贷关系完成充分举证后，方由被告予以抗辩。原告对其所主张的借贷关系如无法充分举证，则借贷关系不成立，应放弃主张或转由其他法律关系另行主张。
注意：此标签包括被告抗辩转账系偿还双方之前借款或者其他债务等情形。", (2021)辽01民终12120号,,,
民间借贷关系的认定,,其他款项转化为借款的合意证明,当事人协商一致可以变更合同，在不违反法律规定的情况下可将既有法律关系产生的工程费、加工费、货款、赔偿金、劳动报酬、转让款等结算转变为借贷合同关系。债务人主张旧债务不存在的，应当承担证明责任。,"《民法典》第158条：“民事法律行为可以附条件，但是根据其性质不得附条件的除外。附生效条件的民事法律行为，自条件成就时生效。附解除条件的民事法律行为，自条件成就时失效。”
第465条：“依法成立的合同，受法律保护。依法成立的合同，仅对当事人具有法律约束力，但是法律另有规定的除外。”
《民法典》第543条：“当事人协商一致，可以变更合同。”
第667条：“借款合同是借款人向贷款人借款，到期返还借款并支付利息的合同。”
《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》（2020第二次修正）第15条：“原告以借据、收据、欠条等债权凭证为依据提起民间借贷诉讼，被告依据基础法律关系提出抗辩或者反诉，并提供证据证明债权纠纷非民间借贷行为引起的，人民法院应当依据查明的案件事实，按照基础法律关系审理。当事人通过调解、和解或者清算达成的债权债务协议，不适用前款规定。”
《最高人民法院关于民事诉讼证据的若干规定》（2019修正）第85条：“人民法院应当以证据能够证明的案件事实为根据依法作出裁判。审判人员应当依照法定程序，全面、客观地审核证据，依据法律的规定，遵循法官职业道德，运用逻辑推理和日常生活经验，对证据有无证明力和证明力大小独立进行判断，并公开判断的理由和结果。”
《最高人民法院关于适用<中华人民共和国民事诉讼法>若干问题的解释》(2020修正)第91条：“人民法院应当依照下列原则确定举证证明责任的承担，但法律另有规定的除外：（一）主张法律关系存在的当事人，应当对产生该法律关系的基本事实承担举证证明责任；（二）主张法律关系变更、消灭或者权利受到妨害的当事人，应当对该法律关系变更、消灭或者权利受到妨害的基本事实承担举证证明责任。”",在当事人就转化合同达成合意的情况下，只要不违反法律法规的强制性规定，法律赋予其变更合同的权利。当事人双方因加工合同、工程建设、合伙、投资等关系进行结算后出具借条的，此时的基础关系已转化为民间借贷关系。双方基于合作关系一方出资一方出物，因出物方原因导致合作无法继续，经该方认可，出资一方的出资款可转化为借款。一般此情况下，原告可能对旧的债权证据已经销毁，债权人此时举证会比较困难，由被告对旧债务不存在承担证明责任更加公平，更有利于民间借贷运作和经济秩序稳定发展。,"广东省高院（2017）粤民终170号
（2014）浙商终字第18号
湖南省长沙市芙蓉区人民法院（2012）芙民初字第34号
浙江省高院（2016）浙08民终686号
（2009）浙湖商外初字第5号
浙江省杭州市中级人民法院（2010）浙杭商终字第298号
广东省江门市新会区人民法院（2013）将新法民四初字第11号
（2013）徐民终字第2597号
北京市第三中级人民法院（2015）三终民（商）终字第09145号
浙江省台州市中级人民法院（2011）浙台商终字第257号
（2015）沪一中民一（民）终字第975号
重庆市荣昌县法院（2012）荣法民初字第00505号",,,
民间借贷关系的认定,,无借款凭证时借贷合意证明,无借款凭证或者借款凭证丢失时，债权人可通过其他方式举证证明借贷事实存在。,"《民法典》第667条：“借款合同是借款人向贷款人借款，到期返还借款并支付利息的合同。”
《民法典》第675条：“借款人应当按照约定的期限返还借款。对借款期限没有约定或者约定不明确，依据本法第五百一十条的规定仍不能确定的，借款人可以随时返还；贷款人可以催告借款人在合理期限内返还。”
《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》(2020修正)第92条：“一方当事人在法庭审理中，或者在起诉状、答辩状、代理词等书面材料中，对于己不利的事实明确表示承认的，另一方当事人无需举证证明。对于涉及身份关系、国家利益、社会公共利益等应当由人民法院依职权调查的事实，不适用前款自认的规定。自认的事实与查明的事实不符的，人民法院不予确认。”",即使借款凭证丢失，如果债权人能够通过其他方式举证证明借款事实，或债务人在他案中对本案借款事实予以确认的，法院应予以认定。,"（2015）一中民（商）终字第3914号
（2015）一中民（商）终字第6126号",,,
民间借贷关系的认定,,借贷凭证的证明效力,"借条、欠条、收条、领款凭证等包含了借款合同的主要内容，是证明民间借贷关系的重要证据；借款人所举证据无法推翻出借条的，以借条载明的内容作为定案依据。
还款协议在没有相反证据推翻的情况下，可以作为认定借贷关系的证据。","《民法典》第668条：“借款合同应当采用书面形式，但是自然人之间借款另有约定的除外。借款合同的内容一般包括借款种类、币种、用途、数额、利率、期限和还款方式等条款。”
《民法典》第543条：“当事人协商一致，可以变更合同。”
《民事诉讼法》第65条：“当事人对自己提出的主张应当及时提供证据。”
《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》(2020修正)第93条：“下列事实，当事人无须举证证明：（一）自然规律以及定理、定律；（二）众所周知的事实；（三）根据法律规定推定的事实；（四）根据已知的事实和日常生活经验法则推定出的另一事实；（五）已为人民法院发生法律效力的裁判所确认的事实；（六）已为仲裁机构生效裁决所确认的事实；（七）已为有效公证文书所证明的事实。前款第二项至第四项规定的事实，当事人有相反证据足以反驳的除外；第五项至第七项规定的事实，当事人有相反证据足以推翻的除外。”
《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》（2020第二次修正）第15条：“原告仅依据借据、收据、欠条等债权凭证提起民间借贷诉讼，被告抗辩已经偿还借款，被告应当对其主张提供证据证明。被告提供相应证据证明其主张后，原告仍应就借贷关系的成立承担举证证明责任。 被告抗辩借贷行为尚未实际发生并能作出合理说明，人民法院应当结合借贷金额、款项交付、当事人的经济能力、当地或者当事人之间的交易方式、交易习惯、当事人财产变动情况以及证人证言等事实和因素，综合判断查证借贷事实是否发生。”","借条是重要的债权凭证，只要没有充分的证据可以推翻借条所证明的内容，就视为合同成立。
借款人自愿达成还款协议且多次以各种形式还款，可以推定出借人已经提供借款，并认定出借人对成立民间借贷关系的要件已经完成举证责任。还款协议书真实有效，是证明双方存在借贷事实的直接证据，借款人没有确凿的相反证据推翻协议所记载内容的，应认定借款事实存在。
注意：仅有借据、收据、欠条等债权凭证并不能证明出借人已经将借款实际支付给受让人。在借款人提供的证据未达到高度盖然性的证明标准情况下，其抗辩主张不予支持。原合同之债务不履行而出具的债权凭证，应当按照基础法律关系处理。","贵州省高院（2015）黔高民商终字第96号
厦门市海沧区人民法院（2013）海民初字第1344号
浙江省杭州市中级人民法院（2011）浙杭商终字第455号",,,
民间借贷关系的认定,,电子记录的证明效力,微信、支付宝等对话内容、交易记录等可以成为认定当事人之间存在民间借贷民事关系的依据。,《民事诉讼法》（2017修正）第63条：“证据包括：(一)当事人的陈述;(二)书证;(三)物证;(四)视听资料;(五)电子数据;(六)证人证言;(七)鉴定意见;(八)勘验笔录。证据必须查证属实，才能作为认定事实的根据。”最高人民法院《关于适用<中华人民共和国民事诉讼法>的解释》(2020修正)第116条第2款：“电子数据是指通过电子邮件、电子数据交换、网上聊天记录、博客、微博客、手机短信、电子签名、域名等形成或者存储在电子介质中的信息。”,微信与支付宝记录因其有实名制之特性，故帐户所有人的真实性身份易于辨识。并且，支付宝通过安全认证技术等保障机制生成交易记录，其真实性较高，故得作为认定案件事实的依据。,金华市婺城區人民法院（2015）金婺商初字第1743号；北京市第一中级人民法院（2017）京01民终7642号；福建省漳州市中级人民法院（2015）漳民终字第3621号；北京市第一中级人民法院（2017）京01民终7642号；福建省漳州市中级人民法院（2015）漳民终字第3621号；（2015）一中民（商）终字第9284号,,,
民间借贷关系的认定,,"多个借贷凭证的效力顺位认定
",当事人之间存在多个借贷协议的，可将当事人之间最后一次出具的借款凭证视为对之前债务的确认和结算，其证明力大于之前的多个借贷协议。内容不一致的，应以后协议为准。,"《民法典》第543条：“当事人协商一致，可以变更合同。”
《民法典》第675条：“借款人应当按照约定的期限返还借款。对借款期限没有约定或者约定不明确，依据本法第五百一十条的规定仍不能确定的，借款人可以随时返还；贷款人可以催告借款人在合理期限内返还。”
《民事证据规定》85条：“人民法院应当以证据能够证明的案件事实为根据依法作出裁判。
审判人员应当依照法定程序，全面、客观地审核证据，依据法律的规定，遵循法官职业道德，运用逻辑推理和日常生活经验，对证据有无证明力和证明力大小独立进行判断，并公开判断的理由和结果。”",协议体现的是当事人达成一致的意思表示。当事人协商一致，可以变更合同。合同应当依照变更后的合同继续履行，即后合同优于先合同。继承人有完全民事行为能力，且重新出具借条可以视为对原有借款关系的真实性作出认可，因此构成对债务的追认。,"（2010）浙舟商终字第86号
浙江省宁波市鄞州区人民法院（2011）甬鄞民初字第323号",,,
民间借贷关系的认定,,二次借款未收回借条的性质,二次借款未收回借条的，可认定存在两次借贷关系。,"《民法典》第675条：“借款人应当按照约定的期限返还借款。对借款期限没有约定或者约定不明确，依据本法第五百一十条的规定仍不能确定的，借款人可以随时返还；贷款人可以催告借款人在合理期限内返还。”
《民法典》第676条：“借款人未按照约定的期限返还借款的，应当按照约定或者国家有关规定支付逾期利息。”
《民法典》第679条：“自然人之间的借款合同，自贷款人提供借款时成立。”",借据是证明双方存在借贷合意和借贷关系实际发生的直接证据，具有较强证明力，除非有确凿相反证据足以推翻借据记载内容，一般不轻易否认借据证明力。,（2014）浙民再字第46号,,,
民间借贷关系的认定,,借款合同非规范用语对借款事实证明的影响,借贷合同使用非规范用语导致语义不明的，由权利人承担不利后果。,"《民法典》第466条：“当事人对合同条款的理解有争议的，应当依据本法第一百四十二条第一款的规定，确定争议条款的含义。”
《民法典》第142条：“有相对人的意思表示的解释，应当按照所使用的词句，结合相关条款、行为的性质和目的、习惯以及诚信原则，确定意思表示的含义。无相对人的意思表示的解释，不能完全拘泥于所使用的词句，而应当结合相关条款、行为的性质和目的、习惯以及诚信原则，确定行为人的真实意思。”
《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》(2020修正)第90条：“当事人对自己提出的诉讼请求所依据的事实或者反驳对方诉讼请求所依据的事实，应当提供证据加以证明，但法律另有规定的除外。 在作出判决前，当事人未能提供证据或者证据不足以证明其事实主张的，由负有举证证明责任的当事人承担不利的后果。”",若依据合同解释原则解释合同仍然造成语义不明的情况，视为当事人提供的证据不足以证明其事实主张，由其承担不利后果。,北京市高院（2018）京01民终1159号,,,
民间借贷关系的认定,,离婚协议中夫妻债务清偿约定的证明力,离婚协议中夫妻债务清偿的约定内容可以用来作为债权人证明其债权的依据。,"《民法典》第1076条：“夫妻双方自愿离婚的，应当签订书面离婚协议，并亲自到婚姻登记机关申请离婚登记。离婚协议应当载明双方自愿离婚的意思表示和对子女抚养、财产以及债务处理等事项协商一致的意见。”
《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》(2020修正)第92条：“一方当事人在法庭审理中，或者在起诉状、答辩状、代理词等书面材料中，对于己不利的事实明确表示承认的，另一方当事人无需举证证明。对于涉及身份关系、国家利益、社会公共利益等应当由人民法院依职权调查的事实，不适用前款自认的规定。自认的事实与查明的事实不符的，人民法院不予确认。”",夫妻双方在离婚协议中有关债务清偿的约定，可以作为认定债权债务关系存在的依据。,浙江省嘉兴市中级人民法院（2008）嘉民二终字第619号,,,
民间借贷关系的认定,,借款人未到庭的证据补强程序,借款人未到庭参加诉讼，无法核实借据真实性，借据持有人需进一步提交证人证言等补强程序。,《最高人民法院关于民事诉讼证据的若干规定》（2019修正）第85条：“人民法院应当以证据能够证明的案件事实为根据依法作出裁判。审判人员应当依照法定程序，全面、客观地审核证据，依据法律的规定，遵循法官职业道德，运用逻辑推理和日常生活经验，对证据有无证明力和证明力大小独立进行判断，并公开判断的理由和结果。”,借款人未到庭参加诉讼，无法核实借据真实性，因此需要其他证据来消除证据证明力上的瑕疵。,"（2021）京0101民申36号
（2021）湘03民终1432号
（2020）鲁1322民再8号",,,
民间借贷关系的认定,借贷与其他法律关系区分,借贷与员工职务行为的区分,单位员工因为工作关系签订用款单、暂支单等形式不属于民间借贷，因为私人原因支取款项的可认定为民间借贷。用人者在员工工资表中嵌入借款时，没有要求员工出具相应的借据，需要由用人者证明借款事实存在。,"《民法典》第667条：“借款合同是借款人向贷款人借款，到期返还借款并支付利息的合同。”
《最高人民法院关于适用<中华人民共和国民事诉讼法>若干问题的解释》（2020年修正）第91条：“人民法院应当依照下列原则确定举证证明责任的承担，但法律另有规定的除外：（一）主张法律关系存在的当事人，应当对产生该法律关系的基本事实承担举证证明责任；（二）主张法律关系变更、消灭或者权利受到妨害的当事人，应当对该法律关系变更、消灭或者权利受到妨害的基本事实承担举证证明责任。”
《最高人民法院关于职工执行公务在单位借款长期挂账发生纠纷法院是否受理问题的答复》（1999年4月5日）（[1999]民他字第4号）  吉林省高级人民法院：
你院吉高法〔1998〕144号《关于职工执行公务在单位借款长期挂账发生纠纷法院是否受理问题的请示》收悉。经研究，同意你院审判委员会倾向性意见，即刘坤受单位委派，从单位预支15000元处理一起交通事故是职务行为，其与单位之间不存在平等主体间的债权债务关系，人民法院不应作为民事案件受理。刘坤在受托事项完成后，因未及时报销冲账与单位发生纠纷，应由单位按其内部财会制度处理。",若职工领款是为了完成单位工作任务，二者存在雇佣隶属关系，属于劳动合同争议。若职工领款出于私人原因，与单位工作任务无关，二者是平等民事主体，可以认定其存在民间借贷关系。用人单位以暂支单形式向劳动者放款，因此引起的纠纷应根据劳动者占有财务行为与劳动权利义务的关联程度区分情况予以处理。如果能够确定职工所预支的款项确系履行职务需要、与履行劳动合同内容相关联，则该类纠纷为劳动合同纠纷，应按照法律规定劳动仲裁程序前置。,"北京市第一中级人民法院（2016）京01民终5259号
上海市第二中级人民法院（2015）沪二中民四（商）终字第956号
浙江省宁波市中级人民法院（2012）浙甬商终字第617号
中山市中院（2012）中中法民一终字第1018号",,,
民间借贷关系的认定,借贷与其他法律关系区分,借贷与劳动报酬的区分,借贷与雇佣工资及材料款：被雇佣者向雇佣方出具借条，并约定了借款利息、借款用途及还款方式，债权债务明确，应认定为借贷法律关系。,《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第15条：“原告以借据、收据、欠条等债权凭证为依据提起民间借贷诉讼，被告依据基础法律关系提出抗辩或者反诉，并提供证据证明债权纠纷非民间借贷行为引起的，人民法院应当依据查明的案件事实，按照基础法律关系审理。当事人通过调解、和解或者清算达成的债权债务协议，不适用前款规定。”                                  《民法典》第667条：“借款合同是借款人向贷款人借款，到期返还借款并支付利息的合同。”,借条上有借款利息和还款等内容的约定，根据查明的事实和日常生活经验法则，不应认定为支付所欠的工人工资及材料款，应当认定为借贷法律关系。,安徽省宿州市中级人民法院（2020）皖13民终757号,,,
民间借贷关系的认定,借贷与其他法律关系区分,借贷与工程结算的区分,名为工程承包等结算形成的借贷，但是对结算性质、金额、原合同效力等存在争议的，应按双方间建立的基础法律关系进行审理。,《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第15条：“原告以借据、收据、欠条等债权凭证为依据提起民间借贷诉讼，被告依据基础法律关系提出抗辩或者反诉，并提供证据证明债权纠纷非民间借贷行为引起的，人民法院应当依据查明的案件事实，按照基础法律关系审理。当事人通过调解、和解或者清算达成的债权债务协议，不适用前款规定。”,建设公司与实际施工人对转包的工程项目结算后出具借款协议，在双方当事人对工程结算的款项性质、数额及原合同效力存在争议的情况下，法院应按双方建立的基础法律关系进行审理。,浙江省高级人民法院（2010）浙商提字第33号,,,
民间借贷关系的认定,借贷与其他法律关系区分,借贷与委托理财的区分,借贷与委托：委托人对出借资金有具体控制权的，如一方提供资金和账户给对方炒股并参与资金管理的，属于委托（理财）关系，而非民间借贷关系,"《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》（2020第二次修正）第14条：“原告以借据、收据、欠条等债权凭证为依据提起民间借贷诉讼，被告依据基础法律关系提出抗辩或者反诉，并提供证据证明债权纠纷非民间借贷行为引起的，人民法院应当依据查明的案件事实，按照基础法律关系审理。当事人通过调解、和解或者清算达成的债权债务协议，不适用前款规定。”
《民法典》第919条：“委托合同是委托人和受托人约定，由受托人处理委托人事务的合同。”
《民法典》第929条第1款：“有偿的委托合同，因受托人的过错给委托人造成损失的，委托人可以要求赔偿损失。无偿的委托合同，因受托人的故意或者重大过失给委托人造成损失的，委托人可以要求赔偿损失。 ”",一方提供资金及自己的证券账户给对方炒股，虽然双方约定出资方享有固定收益，但出资方实际上可按约出售股票凭控制账户密码，双方之间应认定为委托理财关系。委托理财合同与借款合同的区别在于，委托理财合同的委托人应当承担受托人从事理财事务产生的法律后果，而受托人仅收取理财报酬，对于约定范围内的亏损不承担责任；而在借款合同中，借款人的经营损失由其自行承担，出借人不承担借款人的经营损失。即使合同被认定为名为委托理财实为借贷关系，约定的固定本息回报条款也仍然有效，并认定为双方间关于利息的约定。委托理财关系虽然无效，但隐藏的借贷合同关系有效。而保底条款在借贷合同中应当被理解为利息条款。,"浙江省金华市中级人民法院（2011）浙金商再字第4号
宁夏回族自治区高级人民法院（2017）宁民终62号
江苏省高院（2017）苏09民终5036号
浙江省宁波市中级人民法院（2011）浙甬商终字第306号
北京市第一中级人民法院（2013）一中民终字第13533号",,,
